Date,country,Event,calender,Survey,Actual,Prior,Revised,Relevance,Ticker
2016/9/29 20:30,US,GDP年度化季环比,2Q T,1.30%,1.40%,1.10%,--,96.9697,GDP CQOQ Index
2016/10/28 20:30,US,GDP年度化季环比,3Q A,2.60%,2.90%,1.40%,--,96.9697,GDP CQOQ Index
2016/11/29 21:30,US,GDP年度化季环比,3Q S,3.00%,3.20%,2.90%,3.50%,96.9697,GDP CQOQ Index
2016/12/22 21:30,US,GDP年度化季环比,3Q T,3.30%,3.50%,3.20%,--,96.9697,GDP CQOQ Index
2017/1/27 21:30,US,GDP年度化季环比,4Q A,2.20%,1.90%,3.50%,--,96.9697,GDP CQOQ Index
2017/2/28 21:30,US,GDP年度化季环比,4Q S,2.10%,1.90%,1.90%,2.10%,96.9697,GDP CQOQ Index
2017/3/30 20:30,US,GDP年度化季环比,4Q T,2.00%,2.10%,1.90%,--,96.9697,GDP CQOQ Index
2017/4/28 20:30,US,GDP年度化季环比,1Q A,1.00%,0.70%,2.10%,--,96.9697,GDP CQOQ Index
2017/5/26 20:30,US,GDP年度化季环比,1Q S,--,--,0.70%,--,96.9697,GDP CQOQ Index
2017/6/29 20:30,US,GDP年度化季环比,1Q T,--,--,--,--,96.9697,GDP CQOQ Index
2007/2/15 7:50,JN,GDP年度化经季调季环比,4Q P,3.80%,4.80%,0.80%,--,94.8454,JGDPAGDP Index
2007/3/12 7:50,JN,GDP年度化经季调季环比,4Q F,5.10%,5.50%,4.80%,--,94.8454,JGDPAGDP Index
2007/5/17 7:50,JN,GDP年度化经季调季环比,1Q P,2.70%,2.40%,5.50%,--,94.8454,JGDPAGDP Index
2007/6/11 7:50,JN,GDP年度化经季调季环比,1Q F,3.20%,3.30%,2.40%,--,94.8454,JGDPAGDP Index
2007/8/13 7:50,JN,GDP年度化经季调季环比,2Q P,0.90%,0.50%,-1.20%,--,94.8454,JGDPAGDP Index
2007/9/10 7:50,JN,GDP年度化经季调季环比,2Q F,-0.70%,-1.20%,0.50%,-0.40%,94.8454,JGDPAGDP Index
2007/11/13 7:50,JN,GDP年度化经季调季环比,3Q P,1.80%,2.60%,-1.20%,1.80%,94.8454,JGDPAGDP Index
2007/12/7 7:50,JN,GDP年度化经季调季环比,3Q F,2.60%,1.50%,2.60%,--,94.8454,JGDPAGDP Index
2008/2/14 7:50,JN,GDP年度化经季调季环比,4Q P,1.70%,3.70%,3.50%,-1.20%,94.8454,JGDPAGDP Index
2008/3/12 7:50,JN,GDP年度化经季调季环比,4Q F,2.30%,3.50%,3.70%,1.90%,94.8454,JGDPAGDP Index
2008/5/16 7:50,JN,GDP年度化经季调季环比,1Q P,2.50%,3.30%,3.50%,4.00%,94.8454,JGDPAGDP Index
2008/6/11 7:50,JN,GDP年度化经季调季环比,1Q F,3.80%,4.00%,3.30%,1.60%,94.8454,JGDPAGDP Index
2008/8/13 7:50,JN,GDP年度化经季调季环比,2Q P,-2.30%,-2.40%,4.00%,1.40%,94.8454,JGDPAGDP Index
2008/9/12 7:50,JN,GDP年度化经季调季环比,2Q F,-3.10%,-3.00%,-2.40%,-2.80%,94.8454,JGDPAGDP Index
2008/11/17 7:50,JN,GDP年度化经季调季环比,3Q P,0.10%,-0.40%,-1.80%,-5.00%,94.8454,JGDPAGDP Index
2008/12/9 7:50,JN,GDP年度化经季调季环比,3Q F,-0.90%,-1.80%,-0.40%,--,94.8454,JGDPAGDP Index
2009/2/16 7:50,JN,GDP年度化经季调季环比,4Q P,-11.60%,-12.70%,-12.10%,-4.80%,94.8454,JGDPAGDP Index
2009/3/12 7:50,JN,GDP年度化经季调季环比,4Q F,-13.40%,-12.10%,-12.70%,--,94.8454,JGDPAGDP Index
2009/5/20 7:50,JN,GDP年度化经季调季环比,1Q P,-16.10%,-15.20%,-12.10%,-8.30%,94.8454,JGDPAGDP Index
2009/6/11 7:50,JN,GDP年度化经季调季环比,1Q F,-15.00%,-14.20%,-15.20%,-18.00%,94.8454,JGDPAGDP Index
2009/8/17 7:50,JN,GDP年度化经季调季环比,2Q P,3.90%,3.70%,-14.20%,-11.70%,94.8454,JGDPAGDP Index
2009/9/11 7:50,JN,GDP年度化经季调季环比,2Q F,3.70%,2.30%,3.70%,8.20%,94.8454,JGDPAGDP Index
2009/11/16 7:50,JN,GDP年度化经季调季环比,3Q P,2.90%,4.80%,2.30%,2.70%,94.8454,JGDPAGDP Index
2009/12/9 7:50,JN,GDP年度化经季调季环比,3Q F,2.80%,1.30%,4.80%,-0.30%,94.8454,JGDPAGDP Index
2010/2/15 7:50,JN,GDP年度化经季调季环比,4Q P,3.50%,4.60%,1.30%,0.00%,94.8454,JGDPAGDP Index
2010/3/11 7:50,JN,GDP年度化经季调季环比,4Q F,4.00%,3.80%,4.60%,6.10%,94.8454,JGDPAGDP Index
2010/5/20 7:50,JN,GDP年度化经季调季环比,1Q P,5.50%,4.90%,3.80%,4.20%,94.8454,JGDPAGDP Index
2010/6/10 7:50,JN,GDP年度化经季调季环比,1Q F,4.20%,5.00%,4.90%,4.30%,94.8454,JGDPAGDP Index
2010/8/16 7:50,JN,GDP年度化经季调季环比,2Q P,2.30%,0.40%,5.00%,4.40%,94.8454,JGDPAGDP Index
2010/9/10 7:50,JN,GDP年度化经季调季环比,2Q F,1.50%,1.50%,0.40%,4.00%,94.8454,JGDPAGDP Index
2010/11/15 7:50,JN,GDP年度化经季调季环比,3Q P,2.50%,3.90%,4.50%,3.30%,94.8454,JGDPAGDP Index
2010/12/9 7:50,JN,GDP年度化经季调季环比,3Q F,4.10%,4.50%,3.90%,--,94.8454,JGDPAGDP Index
2011/2/14 7:50,JN,GDP年度化经季调季环比,4Q P,-2.00%,-1.10%,4.50%,7.70%,94.8454,JGDPAGDP Index
2011/3/10 7:50,JN,GDP年度化经季调季环比,4Q F,-1.20%,-1.30%,-1.10%,-2.60%,94.8454,JGDPAGDP Index
2011/5/19 7:50,JN,GDP年度化经季调季环比,1Q P,-1.90%,-3.70%,-1.30%,-3.00%,94.8454,JGDPAGDP Index
2011/6/9 7:50,JN,GDP年度化经季调季环比,1Q F,-3.00%,-3.50%,-3.70%,-5.80%,94.8454,JGDPAGDP Index
2011/8/15 7:50,JN,GDP年度化经季调季环比,2Q P,-2.50%,-1.30%,-3.50%,-3.60%,94.8454,JGDPAGDP Index
2011/9/9 7:50,JN,GDP年度化经季调季环比,2Q F,-2.10%,-2.10%,-1.30%,-2.00%,94.8454,JGDPAGDP Index
2011/11/14 7:50,JN,GDP年度化经季调季环比,3Q P,5.90%,6.00%,-2.10%,-1.30%,94.8454,JGDPAGDP Index
2011/12/9 7:50,JN,GDP年度化经季调季环比,3Q F,5.20%,5.60%,6.00%,9.50%,94.8454,JGDPAGDP Index
2012/2/13 7:50,JN,GDP年度化经季调季环比,4Q P,-1.30%,-2.30%,5.60%,7.00%,94.8454,JGDPAGDP Index
2012/3/8 7:50,JN,GDP年度化经季调季环比,4Q F,-0.60%,-0.70%,-2.30%,-0.40%,94.8454,JGDPAGDP Index
2012/5/17 7:50,JN,GDP年度化经季调季环比,1Q P,3.50%,4.10%,-0.70%,0.10%,94.8454,JGDPAGDP Index
2012/6/8 7:50,JN,GDP年度化经季调季环比,1Q F,4.50%,4.70%,4.10%,4.30%,94.8454,JGDPAGDP Index
2012/8/13 7:50,JN,GDP年度化经季调季环比,2Q P,2.30%,1.40%,4.70%,5.50%,94.8454,JGDPAGDP Index
2012/9/10 7:50,JN,GDP年度化经季调季环比,2Q F,1.00%,0.70%,1.40%,-1.50%,94.8454,JGDPAGDP Index
2012/11/12 7:50,JN,GDP年度化经季调季环比,3Q P,-3.40%,-3.50%,0.70%,0.30%,94.8454,JGDPAGDP Index
2012/12/10 7:50,JN,GDP年度化经季调季环比,3Q F,-3.30%,-3.50%,-3.50%,-1.80%,94.8454,JGDPAGDP Index
2013/2/14 7:50,JN,GDP年度化经季调季环比,4Q P,0.40%,-0.40%,-3.50%,-3.80%,94.8454,JGDPAGDP Index
2013/3/8 7:50,JN,GDP年度化经季调季环比,4Q F,0.20%,0.20%,-0.40%,0.50%,94.8454,JGDPAGDP Index
2013/5/16 7:50,JN,GDP年度化经季调季环比,1Q P,2.70%,3.50%,0.20%,1.00%,94.8454,JGDPAGDP Index
2013/6/10 7:50,JN,GDP年度化经季调季环比,1Q F,3.50%,4.10%,3.50%,4.80%,94.8454,JGDPAGDP Index
2013/8/12 7:50,JN,GDP年度化经季调季环比,2Q P,3.60%,2.60%,4.10%,3.80%,94.8454,JGDPAGDP Index
2013/9/9 7:50,JN,GDP年度化经季调季环比,2Q F,3.90%,3.80%,2.60%,4.40%,94.8454,JGDPAGDP Index
2013/11/14 7:50,JN,GDP年度化经季调季环比,3Q P,1.70%,1.90%,3.80%,--,94.8454,JGDPAGDP Index
2013/12/9 7:50,JN,GDP年度化经季调季环比,3Q F,1.60%,1.10%,1.90%,2.30%,94.8454,JGDPAGDP Index
2014/2/17 7:50,JN,GDP年度化经季调季环比,4Q P,2.80%,1.00%,1.10%,--,94.8454,JGDPAGDP Index
2014/3/10 7:50,JN,GDP年度化经季调季环比,4Q F,0.90%,0.70%,1.00%,-0.50%,94.8454,JGDPAGDP Index
2014/5/15 7:50,JN,GDP年度化经季调季环比,1Q P,4.20%,5.90%,0.70%,0.30%,94.8454,JGDPAGDP Index
2014/6/9 7:50,JN,GDP年度化经季调季环比,1Q F,5.60%,6.70%,5.90%,4.50%,94.8454,JGDPAGDP Index
2014/8/13 7:50,JN,GDP年度化经季调季环比,2Q P,-7.00%,-6.80%,6.70%,6.10%,94.8454,JGDPAGDP Index
2014/9/8 7:50,JN,GDP年度化经季调季环比,2Q F,-7.00%,-7.10%,-6.80%,-7.00%,94.8454,JGDPAGDP Index
2014/11/17 7:50,JN,GDP年度化经季调季环比,3Q P,2.20%,-1.60%,-7.10%,-7.30%,94.8454,JGDPAGDP Index
2014/12/8 7:50,JN,GDP年度化经季调季环比,3Q F,-0.50%,-1.90%,-1.60%,-0.90%,94.8454,JGDPAGDP Index
2015/2/16 7:50,JN,GDP年度化经季调季环比,4Q P,3.70%,2.20%,-1.90%,-2.30%,94.8454,JGDPAGDP Index
2015/3/9 7:50,JN,GDP年度化经季调季环比,4Q F,2.20%,1.50%,2.20%,2.70%,94.8454,JGDPAGDP Index
2015/5/20 7:50,JN,GDP年度化经季调季环比,1Q P,1.60%,2.40%,1.50%,1.10%,94.8454,JGDPAGDP Index
2015/6/8 7:50,JN,GDP年度化经季调季环比,1Q F,2.80%,3.90%,2.40%,5.30%,94.8454,JGDPAGDP Index
2015/8/17 7:50,JN,GDP年度化经季调季环比,2Q P,-1.80%,-1.60%,3.90%,4.50%,94.8454,JGDPAGDP Index
2015/9/8 7:50,JN,GDP年度化经季调季环比,2Q F,-1.80%,-1.20%,-1.60%,0.00%,94.8454,JGDPAGDP Index
2015/11/16 7:50,JN,GDP年度化经季调季环比,3Q P,-0.20%,-0.80%,-1.20%,-0.70%,94.8454,JGDPAGDP Index
2015/12/8 7:50,JN,GDP年度化经季调季环比,3Q F,0.20%,1.00%,-0.80%,0.60%,94.8454,JGDPAGDP Index
2016/2/15 7:50,JN,GDP年度化经季调季环比,4Q P,-0.80%,-1.40%,1.00%,1.30%,94.8454,JGDPAGDP Index
2016/3/8 7:50,JN,GDP年度化经季调季环比,4Q F,-1.50%,-1.10%,-1.40%,-1.00%,94.8454,JGDPAGDP Index
2016/5/18 7:50,JN,GDP年度化经季调季环比,1Q P,0.30%,1.70%,-1.10%,-1.70%,94.8454,JGDPAGDP Index
2016/6/8 7:50,JN,GDP年度化经季调季环比,1Q F,1.90%,1.90%,1.70%,1.90%,94.8454,JGDPAGDP Index
2016/8/15 7:50,JN,GDP年度化经季调季环比,2Q P,0.70%,0.20%,1.90%,2.00%,94.8454,JGDPAGDP Index
2016/9/8 7:50,JN,GDP年度化经季调季环比,2Q F,0.20%,0.70%,0.20%,2.20%,94.8454,JGDPAGDP Index
2016/11/14 7:50,JN,GDP年度化经季调季环比,3Q P,0.80%,2.20%,0.70%,--,94.8454,JGDPAGDP Index
2016/12/8 7:50,JN,GDP年度化经季调季环比,3Q F,2.30%,1.30%,2.20%,1.20%,94.8454,JGDPAGDP Index
2017/2/13 7:50,JN,GDP年度化经季调季环比,4Q P,1.10%,1.00%,1.30%,1.40%,94.8454,JGDPAGDP Index
2017/3/8 7:50,JN,GDP年度化经季调季环比,4Q F,1.50%,1.20%,1.00%,--,94.8454,JGDPAGDP Index
2017/5/18 7:50,JN,GDP年度化经季调季环比,1Q P,1.80%,--,1.20%,--,94.8454,JGDPAGDP Index
2017/6/8 7:50,JN,GDP年度化经季调季环比,1Q F,--,--,--,--,94.8454,JGDPAGDP Index
2007/1/11 18:00,EC,GDP经季调同比,3Q F,2.70%,2.70%,2.70%,--,90.9091,EUGNEMUY Index
2007/2/13 18:00,EC,GDP经季调同比,4Q A,3.00%,3.30%,3.30%,--,90.9091,EUGNEMUY Index
2007/3/6 18:00,EC,GDP经季调同比,4Q P,3.30%,3.30%,3.30%,3.20%,90.9091,EUGNEMUY Index
2007/4/12 17:00,EC,GDP经季调同比,4Q F,3.30%,3.30%,3.30%,3.70%,90.9091,EUGNEMUY Index
2007/5/15 17:00,EC,GDP经季调同比,1Q A,3.00%,3.00%,3.10%,3.60%,90.9091,EUGNEMUY Index
2007/6/1 17:00,EC,GDP经季调同比,1Q P,--,3.00%,3.00%,--,90.9091,EUGNEMUY Index
2007/7/12 17:00,EC,GDP经季调同比,1Q F,3.00%,3.10%,3.00%,3.60%,90.9091,EUGNEMUY Index
2007/8/14 17:00,EC,GDP经季调同比,2Q A,2.80%,2.50%,2.50%,3.60%,90.9091,EUGNEMUY Index
2007/9/4 17:00,EC,GDP经季调同比,2Q P,2.50%,2.50%,2.50%,3.50%,90.9091,EUGNEMUY Index
2007/10/11 17:00,EC,GDP经季调同比,2Q F,2.50%,2.50%,2.50%,3.10%,90.9091,EUGNEMUY Index
2007/11/14 18:00,EC,GDP经季调同比,3Q A,2.60%,2.60%,2.70%,2.80%,90.9091,EUGNEMUY Index
2007/11/30 18:00,EC,GDP经季调同比,3Q P,2.60%,2.70%,2.60%,--,90.9091,EUGNEMUY Index
2008/1/9 18:00,EC,GDP经季调同比,3Q F,2.70%,2.70%,2.70%,--,90.9091,EUGNEMUY Index
2008/2/14 18:00,EC,GDP经季调同比,4Q A,2.20%,2.30%,2.70%,3.00%,90.9091,EUGNEMUY Index
2008/3/4 18:00,EC,GDP经季调同比,4Q P,2.30%,2.20%,2.30%,2.40%,90.9091,EUGNEMUY Index
2008/4/9 17:00,EC,GDP经季调同比,4Q F,2.20%,2.20%,2.20%,--,90.9091,EUGNEMUY Index
2008/5/15 17:00,EC,GDP经季调同比,1Q A,1.90%,2.20%,2.20%,--,90.9091,EUGNEMUY Index
2008/6/3 17:00,EC,GDP经季调同比,1Q P,2.20%,2.20%,2.20%,2.10%,90.9091,EUGNEMUY Index
2008/7/9 17:00,EC,GDP经季调同比,1Q F,2.20%,2.10%,2.20%,2.10%,90.9091,EUGNEMUY Index
2008/8/14 17:00,EC,GDP经季调同比,2Q A,1.50%,1.50%,2.10%,--,90.9091,EUGNEMUY Index
2008/9/3 17:00,EC,GDP经季调同比,2Q P,1.50%,1.40%,1.50%,1.20%,90.9091,EUGNEMUY Index
2008/10/8 17:00,EC,GDP经季调同比,2Q F,1.40%,1.40%,1.40%,1.20%,90.9091,EUGNEMUY Index
2008/11/14 18:00,EC,GDP经季调同比,3Q A,0.70%,0.70%,1.40%,--,90.9091,EUGNEMUY Index
2008/12/4 18:00,EC,GDP经季调同比,3Q P,0.70%,0.60%,0.70%,0.10%,90.9091,EUGNEMUY Index
2009/1/8 18:00,EC,GDP经季调同比,3Q F,0.60%,0.60%,0.60%,0.10%,90.9091,EUGNEMUY Index
2009/2/13 18:00,EC,GDP经季调同比,4Q A,-1.10%,-1.20%,0.60%,--,90.9091,EUGNEMUY Index
2009/3/5 18:00,EC,GDP经季调同比,4Q P,-1.20%,-1.30%,-1.20%,-2.10%,90.9091,EUGNEMUY Index
2009/4/7 17:00,EC,GDP经季调同比,4Q F,-1.30%,-1.50%,-1.30%,-2.10%,90.9091,EUGNEMUY Index
2009/5/15 17:00,EC,GDP经季调同比,1Q A,-4.10%,-4.60%,-1.50%,--,90.9091,EUGNEMUY Index
2009/6/3 17:00,EC,GDP经季调同比,1Q P,-4.60%,-4.80%,-4.60%,-5.50%,90.9091,EUGNEMUY Index
2009/7/8 17:00,EC,GDP经季调同比,1Q F,-4.80%,-4.90%,-4.80%,--,90.9091,EUGNEMUY Index
2009/8/13 17:00,EC,GDP经季调同比,2Q A,-5.00%,-4.60%,-4.90%,--,90.9091,EUGNEMUY Index
2009/9/2 17:00,EC,GDP经季调同比,2Q P,-4.70%,-4.70%,-4.60%,-5.40%,90.9091,EUGNEMUY Index
2009/10/7 17:00,EC,GDP经季调同比,2Q F,-4.70%,-4.80%,-4.70%,--,90.9091,EUGNEMUY Index
2009/11/13 18:00,EC,GDP经季调同比,3Q A,-3.90%,-4.10%,-4.00%,-4.00%,90.9091,EUGNEMUY Index
2009/12/3 18:00,EC,GDP经季调同比,3Q P,-4.10%,-4.10%,-4.10%,--,90.9091,EUGNEMUY Index
2010/1/8 18:00,EC,GDP经季调同比,3Q F,-4.10%,-4.00%,-4.10%,--,90.9091,EUGNEMUY Index
2010/2/12 18:00,EC,GDP经季调同比,4Q A,-1.90%,-2.10%,-4.00%,-4.60%,90.9091,EUGNEMUY Index
2010/3/4 18:00,EC,GDP经季调同比,4Q P,-2.10%,-2.10%,-2.10%,-2.40%,90.9091,EUGNEMUY Index
2010/4/7 17:00,EC,GDP经季调同比,4Q F,-2.10%,-2.20%,-2.10%,--,90.9091,EUGNEMUY Index
2010/5/12 17:00,EC,GDP经季调同比,1Q A,0.50%,0.50%,-2.20%,--,90.9091,EUGNEMUY Index
2010/6/4 17:00,EC,GDP经季调同比,1Q P,0.50%,0.60%,0.50%,1.00%,90.9091,EUGNEMUY Index
2010/7/7 17:00,EC,GDP经季调同比,1Q F,0.60%,0.60%,0.60%,--,90.9091,EUGNEMUY Index
2010/8/13 17:00,EC,GDP经季调同比,2Q A,1.40%,1.70%,0.60%,--,90.9091,EUGNEMUY Index
2010/9/2 17:00,EC,GDP经季调同比,2Q P,1.70%,1.90%,1.70%,2.30%,90.9091,EUGNEMUY Index
2010/10/6 17:00,EC,GDP经季调同比,2Q F,1.90%,1.90%,1.90%,--,90.9091,EUGNEMUY Index
2010/11/12 18:00,EC,GDP经季调同比,3Q A,1.90%,1.90%,1.90%,--,90.9091,EUGNEMUY Index
2010/12/2 18:00,EC,GDP经季调同比,3Q P,1.90%,1.90%,1.90%,--,90.9091,EUGNEMUY Index
2011/1/7 18:00,EC,GDP经季调同比,3Q F,1.90%,1.90%,1.90%,--,90.9091,EUGNEMUY Index
2011/2/15 18:00,EC,GDP经季调同比,4Q A,2.10%,2.00%,1.90%,2.40%,90.9091,EUGNEMUY Index
2011/3/3 18:00,EC,GDP经季调同比,4Q P,2.00%,2.00%,2.00%,2.40%,90.9091,EUGNEMUY Index
2011/4/6 17:00,EC,GDP经季调同比,4Q F,2.00%,2.00%,2.00%,--,90.9091,EUGNEMUY Index
2011/5/13 17:00,EC,GDP经季调同比,1Q A,2.20%,2.50%,2.00%,--,90.9091,EUGNEMUY Index
2011/6/8 17:00,EC,GDP经季调同比,1Q P,2.50%,2.50%,2.50%,2.80%,90.9091,EUGNEMUY Index
2011/8/16 17:00,EC,GDP经季调同比,2Q A,1.80%,1.70%,2.50%,--,90.9091,EUGNEMUY Index
2011/9/6 17:00,EC,GDP经季调同比,2Q P,1.70%,1.60%,1.70%,1.80%,90.9091,EUGNEMUY Index
2011/11/15 18:00,EC,GDP经季调同比,3Q A,1.40%,1.40%,1.60%,--,90.9091,EUGNEMUY Index
2011/12/6 18:00,EC,GDP经季调同比,3Q P,1.40%,1.40%,1.40%,1.40%,90.9091,EUGNEMUY Index
2012/2/15 18:00,EC,GDP经季调同比,4Q A,0.70%,0.70%,1.40%,1.30%,90.9091,EUGNEMUY Index
2012/3/6 18:00,EC,GDP经季调同比,4Q P,0.70%,0.70%,0.70%,0.50%,90.9091,EUGNEMUY Index
2012/5/15 17:00,EC,GDP经季调同比,1Q A,-0.20%,0.00%,0.70%,--,90.9091,EUGNEMUY Index
2012/6/6 17:00,EC,GDP经季调同比,1Q P,0.00%,-0.10%,0.00%,-0.50%,90.9091,EUGNEMUY Index
2012/8/14 17:00,EC,GDP经季调同比,2Q A,-0.40%,-0.40%,-0.10%,0.00%,90.9091,EUGNEMUY Index
2012/9/6 17:00,EC,GDP经季调同比,2Q P,-0.40%,-0.50%,-0.40%,-0.80%,90.9091,EUGNEMUY Index
2012/11/15 18:00,EC,GDP经季调同比,3Q A,-0.60%,-0.60%,-0.50%,-0.40%,90.9091,EUGNEMUY Index
2012/12/6 18:00,EC,GDP经季调同比,3Q P,-0.60%,-0.60%,-0.60%,-1.00%,90.9091,EUGNEMUY Index
2013/2/14 18:00,EC,GDP经季调同比,4Q A,-0.70%,-0.90%,-0.60%,--,90.9091,EUGNEMUY Index
2013/3/6 18:00,EC,GDP经季调同比,4Q P,-0.90%,-0.90%,-0.90%,-1.10%,90.9091,EUGNEMUY Index
2013/5/15 17:00,EC,GDP经季调同比,1Q A,-0.90%,-1.00%,-0.90%,--,90.9091,EUGNEMUY Index
2013/6/5 17:00,EC,GDP经季调同比,1Q P,-1.00%,-1.10%,-1.00%,-1.20%,90.9091,EUGNEMUY Index
2013/8/14 17:00,EC,GDP经季调同比,2Q A,-0.80%,-0.70%,-1.10%,--,90.9091,EUGNEMUY Index
2013/9/4 17:00,EC,GDP经季调同比,2Q P,-0.70%,-0.50%,-0.70%,-0.40%,90.9091,EUGNEMUY Index
2013/11/14 18:00,EC,GDP经季调同比,3Q A,-0.30%,-0.40%,-0.50%,-0.60%,90.9091,EUGNEMUY Index
2013/12/4 18:00,EC,GDP经季调同比,3Q P,-0.40%,-0.40%,-0.40%,0.10%,90.9091,EUGNEMUY Index
2014/2/14 18:00,EC,GDP经季调同比,4Q A,0.40%,0.50%,-0.40%,-0.30%,90.9091,EUGNEMUY Index
2014/3/5 18:00,EC,GDP经季调同比,4Q P,0.50%,0.50%,0.50%,0.70%,90.9091,EUGNEMUY Index
2014/5/15 17:00,EC,GDP经季调同比,1Q A,1.10%,0.90%,0.50%,--,90.9091,EUGNEMUY Index
2014/6/4 17:00,EC,GDP经季调同比,1Q P,0.90%,0.90%,0.90%,1.30%,90.9091,EUGNEMUY Index
2014/8/14 17:00,EC,GDP经季调同比,2Q A,0.70%,0.70%,0.90%,--,90.9091,EUGNEMUY Index
2014/9/5 17:00,EC,GDP经季调同比,2Q P,0.70%,0.70%,0.70%,1.00%,90.9091,EUGNEMUY Index
2014/11/14 18:00,EC,GDP经季调同比,3Q A,0.70%,0.80%,0.70%,0.80%,90.9091,EUGNEMUY Index
2014/12/5 18:00,EC,GDP经季调同比,3Q P,0.80%,0.80%,0.80%,1.10%,90.9091,EUGNEMUY Index
2015/2/13 18:00,EC,GDP经季调同比,4Q A,0.80%,0.90%,0.80%,--,90.9091,EUGNEMUY Index
2015/3/6 18:00,EC,GDP经季调同比,4Q P,0.90%,0.90%,0.90%,1.30%,90.9091,EUGNEMUY Index
2015/5/13 17:00,EC,GDP经季调同比,1Q A,1.00%,1.00%,0.90%,--,90.9091,EUGNEMUY Index
2015/6/9 17:00,EC,GDP经季调同比,1Q P,1.00%,1.00%,1.00%,1.80%,90.9091,EUGNEMUY Index
2015/8/14 17:00,EC,GDP经季调同比,2Q A,1.30%,1.20%,1.00%,--,90.9091,EUGNEMUY Index
2015/9/8 17:00,EC,GDP经季调同比,2Q P,1.20%,1.50%,1.20%,2.00%,90.9091,EUGNEMUY Index
2015/11/13 18:00,EC,GDP经季调同比,3Q A,1.70%,1.60%,1.50%,--,90.9091,EUGNEMUY Index
2015/12/8 18:00,EC,GDP经季调同比,3Q P,1.60%,1.60%,1.60%,1.90%,90.9091,EUGNEMUY Index
2016/2/12 18:00,EC,GDP经季调同比,4Q A,1.50%,1.50%,1.60%,--,90.9091,EUGNEMUY Index
2016/3/8 18:00,EC,GDP经季调同比,4Q P,1.50%,1.60%,1.50%,2.00%,90.9091,EUGNEMUY Index
2016/4/29 17:00,EC,GDP经季调同比,1Q A,1.40%,1.60%,1.60%,--,90.9091,EUGNEMUY Index
2016/5/13 17:00,EC,GDP经季调同比,1Q P,1.60%,1.50%,1.60%,1.70%,90.9091,EUGNEMUY Index
2016/6/7 17:00,EC,GDP经季调同比,1Q F,1.50%,1.70%,1.50%,--,90.9091,EUGNEMUY Index
2016/7/29 17:00,EC,GDP经季调同比,2Q A,1.50%,1.60%,1.70%,--,90.9091,EUGNEMUY Index
2016/8/12 17:00,EC,GDP经季调同比,2Q P,1.60%,1.60%,1.60%,1.60%,90.9091,EUGNEMUY Index
2016/9/6 17:00,EC,GDP经季调同比,2Q F,1.60%,1.60%,1.60%,--,90.9091,EUGNEMUY Index
2016/10/31 18:00,EC,GDP经季调同比,3Q A,1.60%,1.60%,1.60%,--,90.9091,EUGNEMUY Index
2016/11/15 18:00,EC,GDP经季调同比,3Q P,1.60%,1.60%,1.60%,1.80%,90.9091,EUGNEMUY Index
2016/12/6 18:00,EC,GDP经季调同比,3Q F,1.60%,1.70%,1.60%,--,90.9091,EUGNEMUY Index
2017/1/31 18:00,EC,GDP经季调同比,4Q A,1.70%,1.80%,1.70%,1.80%,90.9091,EUGNEMUY Index
2017/2/14 18:00,EC,GDP经季调同比,4Q P,1.80%,1.70%,1.80%,1.80%,90.9091,EUGNEMUY Index
2017/3/7 18:00,EC,GDP经季调同比,4Q F,1.70%,1.70%,1.70%,--,90.9091,EUGNEMUY Index
2017/5/3 17:00,EC,GDP经季调同比,1Q A,1.70%,--,1.70%,--,90.9091,EUGNEMUY Index
2017/5/16 17:00,EC,GDP经季调同比,1Q P,--,--,--,--,90.9091,EUGNEMUY Index
2017/6/7 17:00,EC,GDP经季调同比,1Q F,--,--,--,--,90.9091,EUGNEMUY Index
2007/1/11 18:00,EC,GDP经季调季环比,3Q F,0.50%,0.50%,0.50%,0.60%,93.1818,EUGNEMUQ Index
2007/2/13 15:00,GE,GDP经季调季环比,4Q P,0.60%,0.90%,0.90%,1.00%,83.0508,GRGDPPGQ Index
2007/2/13 18:00,EC,GDP经季调季环比,4Q A,0.60%,0.90%,0.90%,--,93.1818,EUGNEMUQ Index
2007/2/15 7:50,JN,GDP经季调季环比,4Q P,0.90%,1.20%,0.20%,--,96.9072,JGDPQGDP Index
2007/2/22 15:00,GE,GDP经季调季环比,4Q F,0.90%,0.90%,0.90%,--,83.0508,GRGDPPGQ Index
2007/3/6 18:00,EC,GDP经季调季环比,4Q P,0.90%,0.90%,0.90%,--,93.1818,EUGNEMUQ Index
2007/3/12 7:50,JN,GDP经季调季环比,4Q F,1.30%,1.30%,1.20%,--,96.9072,JGDPQGDP Index
2007/4/12 17:00,EC,GDP经季调季环比,4Q F,0.90%,0.90%,0.90%,1.10%,93.1818,EUGNEMUQ Index
2007/5/15 14:00,GE,GDP经季调季环比,1Q P,0.30%,0.50%,0.90%,1.30%,83.0508,GRGDPPGQ Index
2007/5/15 17:00,EC,GDP经季调季环比,1Q A,0.50%,0.60%,0.70%,--,93.1818,EUGNEMUQ Index
2007/5/17 7:50,JN,GDP经季调季环比,1Q P,0.70%,0.60%,0.80%,--,96.9072,JGDPQGDP Index
2007/5/24 14:00,GE,GDP经季调季环比,1Q F,0.50%,0.50%,0.50%,--,83.0508,GRGDPPGQ Index
